0,instantaneous_scfh,instantaneous_kgh,moving_kgh,moving_scfh
2021-11-03 16:28:40+00:00,-15.5,-0.285936287,-0.287564008,-15.58823529
2021-11-03 16:28:41+00:00,-15.5,-0.285936287,-0.287238464,-15.57058824
2021-11-03 16:28:42+00:00,-15.5,-0.285936287,-0.287021434,-15.55882353
2021-11-03 16:28:43+00:00,-15.6,-0.287781037,-0.287021434,-15.55882353
2021-11-03 16:28:44+00:00,-15.7,-0.289625787,-0.287129949,-15.56470588
2021-11-03 16:28:45+00:00,-15.7,-0.289625787,-0.287346978,-15.57647059
2021-11-03 16:28:46+00:00,-15.6,-0.287781037,-0.287455493,-15.58235294
2021-11-03 16:28:47+00:00,-15.6,-0.287781037,-0.287564008,-15.58823529
2021-11-03 16:28:48+00:00,-15.5,-0.285936287,-0.287564008,-15.58823529
2021-11-03 16:28:49+00:00,-15.7,-0.289625787,-0.287781037,-15.6
2021-11-03 16:28:50+00:00,-15.6,-0.287781037,-0.287781037,-15.6
2021-11-03 16:28:51+00:00,-15.6,-0.287781037,-0.287672522,-15.59411765
2021-11-03 16:28:52+00:00,-15.5,-0.285936287,-0.287455493,-15.58235294
2021-11-03 16:28:53+00:00,-15.7,-0.289625787,-0.287564008,-15.58823529
2021-11-03 16:28:54+00:00,-15.6,-0.287781037,-0.287564008,-15.58823529
2021-11-03 16:28:55+00:00,-15.6,-0.287781037,-0.287564008,-15.58823529
2021-11-03 16:28:56+00:00,-15.5,-0.285936287,-0.287564008,-15.58823529
2021-11-03 16:28:57+00:00,-15.5,-0.285936287,-0.287564008,-15.58823529
2021-11-03 16:28:58+00:00,-15.5,-0.285936287,-0.287564008,-15.58823529
2021-11-03 16:28:59+00:00,-15.5,-0.285936287,-0.287564008,-15.58823529
2021-11-03 16:29:00+00:00,-15.7,-0.289625787,-0.287672522,-15.59411765
2021-11-03 16:29:01+00:00,-16.4,-0.302539039,-0.288432125,-15.63529412
2021-11-03 16:29:02+00:00,-16.6,-0.30622854,-0.289408758,-15.68823529
2021-11-03 16:29:03+00:00,-16.7,-0.30807329,-0.29060242,-15.75294118
2021-11-03 16:29:04+00:00,-16.7,-0.30807329,-0.291796082,-15.81764706
2021-11-03 16:29:05+00:00,-16.7,-0.30807329,-0.293098258,-15.88823529
2021-11-03 16:29:06+00:00,-17.3,-0.319141791,-0.294834494,-15.98235294
2021-11-03 16:29:07+00:00,-17,-0.31360754,-0.2963537,-16.06470588
2021-11-03 16:29:08+00:00,-16.6,-0.30622854,-0.297438847,-16.12352941
2021-11-03 16:29:09+00:00,-15.9,-0.293315288,-0.297872906,-16.14705882
2021-11-03 16:29:10+00:00,-15.7,-0.289625787,-0.297872906,-16.14705882
2021-11-03 16:29:11+00:00,-16.1,-0.297004788,-0.29841548,-16.17647059
2021-11-03 16:29:12+00:00,-17.1,-0.315452291,-0.3000432,-16.26470588
2021-11-03 16:29:13+00:00,-16.9,-0.31176279,-0.301562407,-16.34705882
2021-11-03 16:29:14+00:00,-17.1,-0.315452291,-0.303298642,-16.44117647
2021-11-03 16:29:15+00:00,-16.7,-0.30807329,-0.304600819,-16.51176471
2021-11-03 16:29:16+00:00,-16.9,-0.31176279,-0.306120025,-16.59411765
2021-11-03 16:29:17+00:00,-16.8,-0.30991804,-0.307313687,-16.65882353
2021-11-03 16:29:18+00:00,-16.8,-0.30991804,-0.307747746,-16.68235294
2021-11-03 16:29:19+00:00,-16.3,-0.300694289,-0.307422201,-16.66470588
2021-11-03 16:29:20+00:00,-16.2,-0.298849539,-0.306879628,-16.63529412
2021-11-03 16:29:21+00:00,-15.8,-0.291470538,-0.305902995,-16.58235294
2021-11-03 16:29:22+00:00,-15.7,-0.289625787,-0.304817848,-16.52352941
2021-11-03 16:29:23+00:00,-15.7,-0.289625787,-0.303081613,-16.42941176
2021-11-03 16:29:24+00:00,-16.5,-0.304383789,-0.302539039,-16.4
2021-11-03 16:29:25+00:00,-16,-0.295160038,-0.301887951,-16.36470588
2021-11-03 16:29:26+00:00,-15.8,-0.291470538,-0.301779436,-16.35882353
2021-11-03 16:29:27+00:00,-15.8,-0.291470538,-0.301887951,-16.36470588
2021-11-03 16:29:28+00:00,-15.7,-0.289625787,-0.301453892,-16.34117647
